customerID,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,is_charges_outlier,tenure_band,avg_monthly_revenue,charges_delta,clv_estimate,service_count,is_autopay,is_longterm_contract,has_internet,is_fiber,is_senior,is_high_value,gender_Female,gender_Male,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
5380-WJKOV,0,0,0,34,1,1,0,1,1,0,1,1,1,106.35,3549.25,1,0,25-48 mo,104.38970588235294,1.9602941176470523,2552.3999999999996,6,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
8168-UQWWF,0,0,0,11,1,1,0,0,1,0,1,1,1,97.85,1105.4,1,0,0-12 mo,100.4909090909091,-2.640909090909105,2348.3999999999996,5,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0
8865-TNMNX,0,1,1,10,1,0,0,1,0,0,0,0,0,49.55,475.7,0,0,0-12 mo,47.57,1.9799999999999969,1189.1999999999998,2,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
9489-DEDVP,0,1,1,70,1,1,1,1,0,0,1,0,1,69.2,4872.35,0,0,49+ mo,69.605,-0.40500000000000114,1660.8000000000002,5,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
9867-JCZSP,0,1,1,17,1,0,0,0,0,0,0,0,0,20.75,418.25,0,0,13-24 mo,24.602941176470587,-3.852941176470587,498.0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
4671-VJLCL,0,0,0,63,1,1,1,1,1,1,1,0,1,79.85,4861.45,0,0,49+ mo,77.16587301587302,2.6841269841269764,1916.3999999999999,7,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0
4080-IIARD,0,1,0,13,1,1,1,1,0,1,1,0,1,76.2,981.45,0,0,13-24 mo,75.49615384615385,0.7038461538461576,1828.8000000000002,6,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0
3714-NTNFO,0,0,0,49,1,1,0,0,0,0,0,1,1,84.5,3906.7,0,0,49+ mo,79.72857142857143,4.771428571428572,2028.0,3,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0
5948-UJZLF,0,0,0,2,1,0,0,1,0,0,0,0,0,49.25,97.0,0,0,0-12 mo,48.5,0.75,1182.0,2,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
7760-OYPDY,0,0,0,2,1,0,0,0,0,0,1,0,1,80.65,144.15,1,0,0-12 mo,72.075,8.575000000000003,1935.6000000000001,2,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0
7639-LIAYI,0,0,0,52,1,1,1,0,0,1,1,1,1,79.75,4217.8,0,0,49+ mo,81.11153846153846,-1.3615384615384585,1914.0,6,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0
2954-PIBKO,0,1,1,69,1,1,1,0,1,1,0,0,1,64.15,4254.1,0,0,49+ mo,61.6536231884058,2.496376811594203,1539.6000000000001,5,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
8012-SOUDQ,1,0,0,43,1,1,0,1,0,0,1,0,1,90.25,3838.75,0,0,25-48 mo,89.27325581395348,0.9767441860465169,2166.0,4,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0
9420-LOJKX,0,0,0,15,1,0,1,1,0,0,1,1,1,99.1,1426.4,1,0,13-24 mo,95.09333333333333,4.006666666666661,2378.3999999999996,5,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0
6575-SUVOI,1,1,0,25,1,1,1,0,0,1,1,0,1,69.5,1752.65,0,0,25-48 mo,70.10600000000001,-0.6060000000000088,1668.0,5,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0
7495-OOKFY,1,1,0,8,1,1,0,1,0,0,0,0,1,80.65,633.3,1,0,0-12 mo,79.1625,1.4875000000000114,1935.6000000000001,3,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0
4667-QONEA,1,1,1,60,1,0,1,1,1,1,0,1,1,74.85,4456.35,0,0,49+ mo,74.27250000000001,0.5774999999999864,1796.3999999999999,6,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0
1658-BYGOY,1,0,0,18,1,1,0,0,0,0,1,1,1,95.45,1752.55,1,0,13-24 mo,97.36388888888888,-1.9138888888888772,2290.8,4,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0
8769-KKTPH,0,1,1,63,1,1,1,0,0,0,1,1,1,99.65,6311.2,0,0,49+ mo,100.17777777777778,-0.5277777777777715,2391.6000000000004,5,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0
5067-XJQFU,1,1,1,66,1,1,0,1,1,1,1,1,1,108.45,7076.35,0,0,49+ mo,107.21742424242424,1.2325757575757592,2602.8,7,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0
3957-SQXML,0,1,1,34,1,1,0,0,0,0,0,0,0,24.95,894.3,0,0,25-48 mo,26.302941176470586,-1.352941176470587,598.8,2,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
5954-BDFSG,0,0,0,72,1,1,0,0,1,1,1,1,1,107.5,7853.7,0,0,49+ mo,109.07916666666667,-1.5791666666666657,2580.0,6,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0
0434-CSFON,0,1,0,47,1,1,0,0,1,0,1,1,1,100.5,4707.1,0,0,25-48 mo,100.15106382978725,0.3489361702127525,2412.0,5,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0
1215-FIGMP,0,0,0,60,1,1,0,1,0,0,1,0,1,89.9,5450.7,0,0,49+ mo,90.845,-0.9449999999999932,2157.6000000000004,4,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0526-SXDJP,0,1,0,72,0,0,1,1,1,0,0,0,0,42.1,2962.0,0,0,49+ mo,41.138888888888886,0.9611111111111157,1010.4000000000001,3,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0
0557-ASKVU,0,1,1,18,1,0,0,0,1,1,0,0,1,54.4,957.1,0,0,13-24 mo,53.172222222222224,1.2277777777777743,1305.6,3,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
5698-BQJOH,0,0,0,9,1,1,0,0,0,0,1,1,0,94.4,857.25,1,0,0-12 mo,95.25,-0.8499999999999943,2265.6000000000004,4,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0
5122-CYFXA,0,0,0,3,1,0,0,1,0,1,1,1,1,75.3,244.1,0,0,0-12 mo,81.36666666666666,-6.066666666666663,1807.1999999999998,5,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0
8627-ZYGSZ,0,1,0,47,1,1,0,1,0,0,0,0,1,78.9,3650.35,0,0,25-48 mo,77.66702127659575,1.2329787234042584,1893.6000000000001,3,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
3410-YOQBQ,0,0,0,31,1,0,0,1,1,1,1,1,0,79.2,2497.2,0,0,25-48 mo,80.55483870967741,-1.3548387096774093,1900.8000000000002,6,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1
3170-NMYVV,0,1,1,50,1,0,0,0,0,0,0,0,0,20.15,930.9,0,0,49+ mo,18.618,1.532,483.59999999999997,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
7410-OIEDU,0,0,0,10,1,0,1,0,1,0,0,0,1,79.85,887.35,0,0,0-12 mo,88.735,-8.885000000000005,1916.3999999999999,3,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
2273-QCKXA,0,0,0,1,1,0,0,0,0,1,0,0,0,49.05,49.05,0,0,0-12 mo,49.05,0.0,1177.1999999999998,2,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
0731-EBJQB,0,1,1,52,1,0,0,0,0,0,0,0,1,20.4,1090.65,0,0,49+ mo,20.974038461538463,-0.5740384615384642,489.59999999999997,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1891-QRQSA,1,1,1,64,1,1,1,0,1,1,1,1,1,111.6,7099.0,0,0,49+ mo,110.921875,0.6781249999999943,2678.3999999999996,7,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0
8028-PNXHQ,0,1,1,62,1,1,0,0,0,0,0,0,1,24.25,1424.6,0,0,49+ mo,22.97741935483871,1.272580645161291,582.0,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
5630-AHZIL,0,0,1,3,1,0,1,0,0,1,0,1,1,64.5,177.4,0,0,0-12 mo,59.13333333333333,5.366666666666667,1548.0,4,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
2673-CXQEU,1,0,0,56,1,1,1,1,1,0,1,1,0,110.5,6139.5,0,0,49+ mo,109.63392857142857,0.8660714285714306,2652.0,7,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0
6416-JNVRK,0,0,0,46,1,0,0,0,0,0,0,1,0,55.65,2688.85,0,0,25-48 mo,58.45326086956521,-2.8032608695652144,1335.6,2,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
5590-ZSKRV,0,1,1,8,1,0,1,1,0,0,0,0,0,54.65,482.25,0,0,0-12 mo,60.28125,-5.631250000000001,1311.6,3,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
0191-ZHSKZ,1,0,0,30,1,0,1,1,0,0,1,1,1,74.75,2111.3,0,0,25-48 mo,70.37666666666668,4.373333333333321,1794.0,5,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0
3887-PBQAO,0,1,1,45,1,1,0,0,0,0,0,0,1,25.9,1216.6,0,0,25-48 mo,27.035555555555554,-1.1355555555555554,621.5999999999999,2,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
5919-TMRGD,0,0,1,1,1,0,0,0,0,0,1,0,1,79.35,79.35,1,0,0-12 mo,79.35,0.0,1904.3999999999999,2,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0
8108-UXRQN,0,1,1,11,0,0,1,0,0,0,1,1,0,50.55,565.35,0,0,0-12 mo,51.39545454545455,-0.845454545454551,1213.1999999999998,3,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
9191-MYQKX,0,1,0,7,1,0,0,0,1,0,0,0,1,75.15,496.9,1,0,0-12 mo,70.98571428571428,4.164285714285725,1803.6000000000001,2,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0
9919-YLNNG,0,0,0,42,1,0,0,1,1,1,1,1,1,103.8,4327.5,0,0,25-48 mo,103.03571428571429,0.7642857142857054,2491.2,6,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0
0318-ZOPWS,0,1,0,49,1,0,0,0,0,0,0,0,1,20.15,973.35,0,0,49+ mo,19.864285714285714,0.2857142857142847,483.59999999999997,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
4445-ZJNMU,0,0,0,9,1,1,0,1,0,0,1,1,1,99.3,918.75,0,0,0-12 mo,102.08333333333333,-2.7833333333333314,2383.2,5,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
4808-YNLEU,0,1,0,35,1,0,1,0,0,0,1,0,1,62.15,2215.45,0,0,25-48 mo,63.29857142857142,-1.1485714285714224,1491.6,3,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
1862-QRWPE,0,1,1,48,1,0,0,0,0,0,0,0,0,20.65,1057.0,0,0,25-48 mo,22.020833333333332,-1.3708333333333336,495.59999999999997,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
2796-NNUFI,0,1,1,46,1,0,0,0,0,0,0,0,1,19.95,927.1,0,0,25-48 mo,20.15434782608696,-0.20434782608695912,478.79999999999995,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
3016-KSVCP,0,1,0,29,0,0,0,0,0,0,1,0,0,33.75,1009.25,0,0,25-48 mo,34.80172413793103,-1.051724137931032,810.0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
4767-HZZHQ,0,1,1,30,1,0,0,1,1,0,0,0,0,82.05,2570.2,0,0,25-48 mo,85.67333333333333,-3.623333333333335,1969.1999999999998,3,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
2424-WVHPL,1,0,0,1,1,0,0,0,0,1,0,0,0,74.7,74.7,0,0,0-12 mo,74.7,0.0,1792.8000000000002,2,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0
7233-PAHHL,0,1,1,66,1,1,1,0,1,1,1,1,1,84.0,5714.25,0,0,49+ mo,86.57954545454545,-2.5795454545454533,2016.0,7,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
6067-NGCEU,0,0,0,65,1,1,1,1,1,0,1,1,1,111.05,7107.0,0,0,49+ mo,109.33846153846154,1.7115384615384528,2665.2,7,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0
9848-JQJTX,0,0,0,72,1,1,0,1,1,0,1,1,1,100.9,7459.05,0,0,49+ mo,103.59791666666666,-2.697916666666657,2421.6000000000004,6,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0
8637-XJIVR,0,0,0,12,1,1,1,0,0,0,0,0,1,78.95,927.35,1,0,0-12 mo,77.27916666666667,1.6708333333333343,1894.8000000000002,3,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0
9803-FTJCG,0,1,1,71,1,1,1,1,0,1,0,0,1,66.85,4748.7,0,0,49+ mo,66.8830985915493,-0.0330985915493045,1604.3999999999999,5,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0
0278-YXOOG,0,0,0,5,1,0,0,0,0,0,0,0,0,21.05,113.85,1,0,0-12 mo,22.77,-1.7199999999999989,505.20000000000005,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
3212-KXOCR,0,0,0,52,1,0,0,0,0,0,0,0,0,21.0,1107.2,0,0,49+ mo,21.292307692307695,-0.2923076923076948,504.0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
4598-XLKNJ,1,1,0,25,1,0,0,1,1,0,1,1,1,98.5,2514.5,1,0,25-48 mo,100.58,-2.0799999999999983,2364.0,5,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0
6380-ARCEH,0,0,0,1,1,0,0,0,0,0,0,0,0,20.2,20.2,0,0,0-12 mo,20.2,0.0,484.79999999999995,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
3679-XASPY,0,1,1,1,1,0,0,0,0,0,0,0,0,19.45,19.45,0,0,0-12 mo,19.45,0.0,466.79999999999995,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
7123-WQUHX,0,0,0,38,1,1,0,0,1,1,1,0,0,95.0,3605.6,0,0,25-48 mo,94.88421052631578,0.11578947368421666,2280.0,5,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
5386-THSLQ,1,1,0,66,0,0,0,1,1,0,1,0,0,45.55,3027.25,0,0,49+ mo,45.86742424242424,-0.31742424242424505,1093.1999999999998,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
3192-NQECA,0,1,0,68,1,1,0,1,1,1,1,1,1,110.0,7611.85,1,0,49+ mo,111.93897058823529,-1.9389705882352928,2640.0,7,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0
6180-YBIQI,0,0,0,5,0,0,0,0,0,0,0,0,0,24.3,100.2,0,0,0-12 mo,20.04,4.260000000000002,583.2,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
6728-DKUCO,0,1,1,72,1,1,1,1,0,0,1,1,1,104.15,7303.05,0,0,49+ mo,101.43125,2.71875,2499.6000000000004,6,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0
9750-BOOHV,0,0,0,32,0,0,1,0,0,0,0,0,0,30.15,927.65,0,0,25-48 mo,28.9890625,1.1609374999999993,723.5999999999999,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
8597-CWYHH,0,0,0,43,1,1,0,0,0,0,1,1,0,94.35,3921.3,0,0,25-48 mo,91.19302325581396,3.1569767441860392,2264.3999999999996,4,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1
2848-YXSMW,0,1,1,72,1,0,0,0,0,0,0,0,0,19.4,1363.25,0,0,49+ mo,18.93402777777778,0.46597222222222,465.59999999999997,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
0486-HECZI,0,1,0,55,1,1,1,1,0,0,1,0,1,96.75,5238.9,1,0,49+ mo,95.25272727272727,1.4972727272727298,2322.0,5,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
4549-ZDQYY,0,0,0,52,1,0,1,0,1,1,0,0,0,57.95,3042.25,0,0,49+ mo,58.50480769230769,-0.5548076923076906,1390.8000000000002,4,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
5712-AHQNN,0,0,0,43,1,0,0,1,1,0,1,0,1,91.65,3954.1,0,0,25-48 mo,91.95581395348837,-0.30581395348836793,2199.6000000000004,4,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0
4846-WHAFZ,1,1,0,37,1,1,0,0,0,0,0,0,1,76.5,2868.15,1,0,25-48 mo,77.51756756756757,-1.0175675675675677,1836.0,2,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0
5256-SKJGO,0,1,1,64,0,0,0,1,0,1,1,1,1,54.6,3423.5,0,0,49+ mo,53.4921875,1.1078125000000014,1310.4,4,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
3071-VBYPO,0,1,1,3,1,0,1,1,0,0,1,0,0,89.85,248.4,0,0,0-12 mo,82.8,7.049999999999997,2156.3999999999996,4,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
