customerID,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,is_charges_outlier,tenure_band,avg_monthly_revenue,charges_delta,clv_estimate,service_count,is_autopay,is_longterm_contract,has_internet,is_fiber,is_senior,is_high_value,gender_Female,gender_Male,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,churn_probability,churn_predicted,revenue_at_risk,risk_rank,scoring_model,risk_tier,value_tier,segment_label,segment_priority,recommended_action,segment_color
1875-QIVME,0,1,0,2,1,1,0,0,1,1,1,1,1,104.4,242.8,1,0,0-12 mo,121.4,-17.0,2505.6000000000004,6,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0.8914195278379896,1,93.06419870628612,11,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
4587-VVTOX,0,1,0,6,1,1,0,1,1,0,1,1,1,105.3,545.2,1,0,0-12 mo,90.86666666666667,14.433333333333325,2527.2,6,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0.8808626296950647,1,92.75483490689031,12,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
8118-LSUEL,1,0,0,23,1,1,0,1,1,0,1,1,1,106.4,2483.5,1,0,13-24 mo,107.97826086956522,-1.578260869565213,2553.6000000000004,6,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0.8715165911132234,1,92.72936529444698,13,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
6023-YEBUP,0,0,0,3,1,1,0,0,1,0,1,1,1,100.95,329.95,1,0,0-12 mo,109.98333333333332,-9.033333333333331,2422.8,5,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0.9185336992509753,1,92.72597693938596,14,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
4822-RVYBB,1,0,0,8,1,1,0,0,1,0,1,1,1,100.6,819.4,1,0,0-12 mo,102.425,-1.8250000000000028,2414.3999999999996,5,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0.9188433997437747,1,92.43564601422374,15,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
0781-LKXBR,1,0,0,9,1,1,0,0,1,0,1,1,1,100.5,918.6,1,0,0-12 mo,102.06666666666666,-1.5666666666666629,2412.0,5,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0.9171787012004805,1,92.1764594706483,16,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
5956-YHHRX,1,0,0,21,1,1,0,1,1,0,1,1,1,104.35,2271.85,0,0,13-24 mo,108.18333333333332,-3.8333333333333286,2504.3999999999996,6,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0.8829679201483693,1,92.13770246748234,17,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
9681-OXGVC,0,0,0,5,1,1,0,0,1,0,1,1,1,100.5,514.0,1,0,0-12 mo,102.8,-2.299999999999997,2412.0,5,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0.9088574100787556,1,91.34016971291494,18,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
3957-LXOLK,1,0,0,28,1,1,0,1,1,0,1,1,1,106.15,3152.5,1,0,25-48 mo,112.58928571428572,-6.4392857142857025,2547.6000000000004,6,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0.8600125094416775,1,91.29032787723408,19,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
6861-XWTWQ,1,1,0,7,1,1,0,0,1,0,1,1,1,99.25,665.45,1,0,0-12 mo,95.06428571428572,4.185714285714283,2382.0,5,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0.9196866060124276,1,91.27889564673343,20,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
3902-FOIGH,1,1,0,12,1,1,0,1,0,0,1,1,1,101.35,1218.55,1,0,0-12 mo,101.54583333333332,-0.1958333333333399,2432.3999999999996,5,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0.8988778549256179,1,91.10127059671137,21,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
2656-TABEH,0,1,0,4,1,1,0,1,0,0,1,1,1,100.2,420.2,1,0,0-12 mo,105.05,-4.849999999999994,2404.8,5,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0.9068066453729492,1,90.8620258663695,22,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
7450-NWRTR,1,0,0,12,1,1,0,0,1,0,1,1,1,99.45,1200.15,1,0,0-12 mo,100.0125,-0.5625,2386.8,5,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0.9131256310779273,1,90.81034401069988,23,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
5052-PNLOS,0,0,0,3,1,1,0,1,1,0,1,1,1,105.35,323.25,1,0,0-12 mo,107.75,-2.4000000000000057,2528.3999999999996,6,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0.8617058115543699,1,90.78070724725286,24,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
2012-NWRPA,1,1,0,11,1,1,0,0,1,0,1,1,1,99.55,1131.2,1,0,0-12 mo,102.83636363636364,-3.286363636363646,2389.2,5,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0.9116664806562953,1,90.75639814933419,25,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
2968-SSGAA,0,0,0,10,1,1,0,0,1,0,1,1,1,100.6,1060.2,1,0,0-12 mo,106.02,-5.420000000000016,2414.3999999999996,5,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0.9008180149714776,1,90.62229230613065,26,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
6734-GMPVK,0,0,0,5,1,1,0,1,1,0,1,1,0,105.3,550.6,0,0,0-12 mo,110.12,-4.820000000000007,2527.2,6,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0.8599785382455104,1,90.55574007725224,27,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
6892-XPFPU,1,1,0,24,1,1,0,1,1,0,1,1,1,104.25,2433.9,1,0,13-24 mo,101.4125,2.8374999999999915,2502.0,6,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0.8679394183658292,1,90.48268436463769,28,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
4078-SAYYN,0,0,0,11,1,1,0,0,1,0,1,1,1,100.75,1129.75,1,0,0-12 mo,102.70454545454544,-1.9545454545454533,2418.0,5,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0.8962173585386439,1,90.29389887276838,29,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
9305-CDSKC,0,0,0,8,1,1,0,0,1,0,1,1,1,99.65,820.5,1,0,0-12 mo,102.5625,-2.9124999999999943,2391.6000000000004,5,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0.9051672102867707,1,90.19991250507671,30,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
0115-TFERT,0,1,0,21,1,1,0,1,1,1,1,1,1,111.2,2317.1,1,0,13-24 mo,110.33809523809524,0.8619047619047677,2668.8,7,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0.8100595534060501,1,90.07862233875277,31,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
5995-SNNEW,1,1,0,23,1,1,0,1,1,0,1,1,1,104.45,2184.85,0,0,13-24 mo,94.99347826086957,9.456521739130435,2506.8,6,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0.8622029102213159,1,90.05709397261644,32,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
6688-UZPWD,0,1,0,11,1,1,0,1,0,0,1,1,1,102.0,1145.35,1,0,0-12 mo,104.12272727272726,-2.1227272727272606,2448.0,5,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0.881494306571685,1,89.91241927031187,33,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
6030-REHUX,1,1,0,28,1,1,0,1,1,1,1,1,1,110.85,3204.4,0,0,25-48 mo,114.44285714285716,-3.592857142857156,2660.3999999999996,7,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0.8110763680490117,1,89.90781539823294,34,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
0680-DFNNY,0,1,0,15,1,1,0,0,1,0,1,1,1,101.1,1504.05,1,0,13-24 mo,100.27,0.8299999999999983,2426.3999999999996,5,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0.8891519444586772,1,89.89326158477226,35,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
0365-BZUWY,0,1,0,17,1,1,0,1,1,0,1,1,1,102.55,1742.5,0,0,13-24 mo,102.5,0.0499999999999971,2461.2,6,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0.8762493676409544,1,89.85937265157987,36,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
0107-YHINA,0,0,1,1,1,1,0,0,1,0,1,1,1,99.75,99.75,1,0,0-12 mo,99.75,0.0,2394.0,5,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0.8991279861026185,1,89.6880166137362,37,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
3811-VBYBZ,0,0,0,7,1,1,0,1,0,0,1,1,1,99.8,673.25,1,0,0-12 mo,96.17857142857144,3.6214285714285666,2395.2,5,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0.8976432111287548,1,89.58479247064973,38,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
1455-UGQVH,0,1,0,10,1,1,0,0,1,0,1,1,1,98.5,1037.75,1,0,0-12 mo,103.775,-5.275000000000006,2364.0,5,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0.9089866610888625,1,89.53518611725296,39,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
1075-BGWOH,1,1,0,16,1,1,0,0,1,0,1,1,1,98.75,1587.55,1,0,13-24 mo,99.221875,-0.4718749999999971,2370.0,5,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0.9061667841299537,1,89.48396993283292,40,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
2446-BEGGB,1,0,0,6,1,1,0,1,0,0,1,1,1,98.25,560.6,1,0,0-12 mo,93.43333333333334,4.816666666666663,2358.0,5,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0.9104727098161238,1,89.45394373943417,41,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
8625-AZYZY,0,1,0,24,1,1,0,1,1,0,1,1,1,104.65,2542.45,1,0,13-24 mo,105.93541666666664,-1.2854166666666489,2511.6000000000004,6,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0.8546488657014791,1,89.4390037956598,42,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
3621-CEOVK,1,1,0,14,1,1,0,1,0,0,1,1,1,100.2,1369.8,1,0,13-24 mo,97.84285714285714,2.357142857142861,2404.8,5,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0.8899845454780597,1,89.17645145690159,43,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
7145-FEJWU,0,0,1,12,1,1,0,1,1,0,1,1,1,105.3,1275.65,0,0,0-12 mo,106.30416666666667,-1.004166666666677,2527.2,6,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0.8462045868606738,1,89.10534299642894,44,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
2081-VEYEH,0,0,0,3,1,0,0,1,1,1,1,1,1,107.95,318.6,0,0,0-12 mo,106.2,1.75,2590.8,6,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0.8252906365515297,1,89.09012421573763,45,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
0897-FEGMU,0,1,0,11,1,1,0,0,1,0,1,1,1,99.5,1056.95,1,0,0-12 mo,96.08636363636364,3.413636363636357,2388.0,5,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0.8946876558078795,1,89.02142175288401,46,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
5299-SJCZT,0,0,0,3,1,1,0,0,1,0,1,1,1,101.55,298.35,1,0,0-12 mo,99.45,2.0999999999999943,2437.2,5,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0.8759281072720483,1,88.9504992934765,47,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
5150-ITWWB,1,0,0,3,1,1,0,0,0,0,1,1,1,94.85,335.75,0,0,0-12 mo,111.91666666666669,-17.066666666666677,2276.3999999999996,4,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0.9371246362182535,1,88.88627174530134,48,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
8868-WOZGU,0,0,0,28,1,1,0,1,1,0,1,1,1,105.7,2979.5,1,0,25-48 mo,106.41071428571428,-0.710714285714289,2536.8,6,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0.8407634924286055,1,88.8687011497036,49,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
5178-LMXOP,1,1,0,1,1,1,0,0,0,0,1,1,1,95.1,95.1,1,0,0-12 mo,95.1,0.0,2282.3999999999996,4,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0.9339317351261938,1,88.81690801050102,50,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
4298-OYIFC,0,1,0,15,1,1,0,0,1,1,1,1,1,103.45,1539.8,0,0,13-24 mo,102.65333333333334,0.7966666666666669,2482.8,6,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0.8579924559749341,1,88.75931957060693,51,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
6615-NGGZJ,0,0,0,14,1,1,0,1,0,0,1,1,1,100.55,1415.55,1,0,13-24 mo,101.11071428571428,-0.5607142857142833,2413.2,5,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0.8827195636766716,1,88.75745212768932,52,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
1583-IHQZE,0,0,0,12,1,1,0,1,1,1,1,1,1,112.95,1384.75,1,0,0-12 mo,115.39583333333331,-2.4458333333333258,2710.8,7,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0.78565421289135,1,88.73964334607798,53,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
1309-BXVOQ,0,1,0,21,1,1,0,0,1,1,1,1,1,106.1,2249.95,1,0,13-24 mo,107.14047619047618,-1.040476190476184,2546.3999999999996,6,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0.8357474968546158,1,88.67280941627473,54,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
7234-FECYN,1,0,0,8,1,1,0,0,1,0,1,1,0,101.35,780.5,1,0,0-12 mo,97.5625,3.7874999999999943,2432.3999999999996,5,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0.8740960803581131,1,88.58963774429476,55,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
2107-FBPTK,1,0,0,30,1,1,0,1,1,0,1,1,1,104.1,3121.1,0,0,25-48 mo,104.03666666666666,0.0633333333333325,2498.3999999999996,6,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0.8498973442319618,1,88.47431353454722,56,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
8098-LLAZX,1,0,0,4,1,1,0,0,0,0,1,1,1,95.45,396.1,1,0,0-12 mo,99.025,-3.575000000000003,2290.8,4,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0.9268141822658336,1,88.46441369727381,57,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
0702-PGIBZ,0,0,1,4,1,1,0,1,0,0,1,1,1,101.7,364.55,1,0,0-12 mo,91.1375,10.5625,2440.8,5,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0.8693295843660184,1,88.41081873002408,58,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
9057-SIHCH,0,0,0,3,1,1,0,0,0,0,1,1,1,96.6,291.9,1,0,0-12 mo,97.3,-0.7000000000000028,2318.3999999999996,4,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0.9146349226410941,1,88.35373352712969,59,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
8313-NDOIA,0,0,0,24,1,1,0,1,1,0,1,1,1,104.15,2494.65,0,0,13-24 mo,103.94375,0.2062499999999971,2499.6000000000004,6,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0.8478878244758099,1,88.3075169191556,60,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
4597-NUCQV,1,0,0,24,1,1,0,1,0,0,1,1,1,101.25,2440.15,1,0,13-24 mo,101.67291666666668,-0.4229166666666657,2430.0,5,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0.8721288760785778,1,88.303048702956,61,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
0295-PPHDO,0,0,0,1,1,1,0,0,0,0,1,1,1,95.45,95.45,1,0,0-12 mo,95.45,0.0,2290.8,4,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0.9240499917726482,1,88.20057171469928,62,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
8111-SLLHI,1,1,0,39,1,1,0,1,1,0,1,1,1,105.65,4284.8,1,0,25-48 mo,109.86666666666667,-4.216666666666669,2535.6000000000004,6,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0.8344246168418682,1,88.15696076934339,63,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
2265-CYWIV,1,1,0,4,1,1,1,0,0,0,1,1,1,99.6,347.65,1,0,0-12 mo,86.9125,12.6875,2390.3999999999996,5,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0.8846827643190521,1,88.11440332617758,64,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
5567-WSELE,1,1,0,3,1,1,0,0,0,0,1,1,1,94.6,279.55,1,0,0-12 mo,93.18333333333334,1.4166666666666572,2270.3999999999996,4,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0.9311566298185309,1,88.08741718083301,65,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
9300-AGZNL,1,0,0,1,1,1,0,0,0,0,1,1,1,94.0,94.0,1,0,0-12 mo,94.0,0.0,2256.0,4,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0.9359823409189338,1,87.98234004637978,66,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
6683-VLCTZ,1,0,0,20,1,1,0,0,1,0,1,1,1,98.55,1842.8,1,0,13-24 mo,92.14,6.409999999999997,2365.2,5,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0.8926359920887568,1,87.96927702034698,67,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
1374-DMZUI,1,0,0,4,1,1,0,0,0,0,1,1,1,94.3,424.45,1,0,0-12 mo,106.1125,-11.8125,2263.2,4,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0.9316656784286053,1,87.85607347581747,68,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
4424-TKOPW,1,0,0,2,1,1,0,0,0,0,1,1,1,93.85,196.75,1,0,0-12 mo,98.375,-4.525000000000006,2252.3999999999996,4,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0.9360825837890779,1,87.85135048860496,69,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
7392-YYPYJ,0,0,0,22,1,1,0,1,0,0,1,1,1,100.65,2415.95,0,0,13-24 mo,109.81590909090907,-9.165909090909082,2415.6000000000004,5,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0.8719820702128313,1,87.76499536692147,70,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
2720-WGKHP,1,0,0,2,1,1,0,0,0,0,1,1,1,94.0,181.7,1,0,0-12 mo,90.85,3.1500000000000057,2256.0,4,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0.9335038195860232,1,87.74935904108618,71,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
3158-MOERK,0,0,0,2,1,1,0,0,0,0,1,1,1,96.0,174.8,1,0,0-12 mo,87.4,8.599999999999994,2304.0,4,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0.9140360062609892,1,87.74745660105496,72,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
9497-QCMMS,1,0,0,1,1,1,0,0,0,0,1,1,1,93.55,93.55,1,0,0-12 mo,93.55,0.0,2245.2,4,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0.9366629165769828,1,87.62481584577674,73,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
7851-WZEKY,0,0,0,2,1,1,0,0,0,0,1,1,1,95.15,196.9,1,0,0-12 mo,98.45,-3.299999999999997,2283.6000000000004,4,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0.9201988150413183,1,87.55691725118145,74,logistic,high_risk,high_value,Save Immediately,1,Personal outreach + tailored discount offer,#d62728
